Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Engenho Velho";1088;427;2018;"Prefeitura Municipal de Engenho Velho";"Agua";"Administracao publica direta";1088;NA;90000;90000;NA;100000;NA;NA;NA;NA
"Engenho Velho";1034;406;2019;"Prefeitura Municipal de Engenho Velho";"Agua";"Administracao publica direta";1034;NA;105489.84;105489.84;NA;105489.84;NA;NA;NA;NA
"Engenho Velho";982;385;2020;"Prefeitura Municipal de Engenho Velho";"Agua";"Administracao publica direta";982;NA;110804.69;110804.69;NA;110804.69;NA;NA;NA;NA
"Ernestina";3094;1253;2009;"Prefeitura Municipal de Ernestina";"Agua";"Administracao publica direta";3094;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ernestina";3088;1671;2010;"Prefeitura Municipal de Ernestina";"Agua";"Administracao publica direta";3088;NA;228000;228000;NA;226000;NA;180000;NA;NA
"Ernestina";3215;1740;2017;"Prefeitura Municipal de Ernestina";"Agua";"Administracao publica direta";3100;NA;352181.07;352181.07;NA;352181.07;NA;NA;NA;NA
"Ernestina";3167;1714;2018;"Prefeitura Municipal de Ernestina";"Agua";"Administracao publica direta";3100;NA;387111.34;387111.34;NA;387111.34;NA;NA;NA;NA
"Ernestina";3168;1714;2019;"Prefeitura Municipal de Ernestina";"Agua";"Administracao publica direta";3168;NA;612708.96;612708.96;NA;612708.96;NA;NA;NA;NA
"Esperanca do Sul";3468;481;2009;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3468;NA;99384;99384;NA;99384;NA;NA;NA;NA
"Esperanca do Sul";3272;844;2010;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3272;NA;120745.93;120745.93;NA;120745.93;NA;157042.11;NA;NA
"Esperanca do Sul";3235;834;2011;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3050;NA;146035.31;146035.31;NA;146035.31;NA;NA;NA;NA
"Esperanca do Sul";3291;849;2013;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3291;NA;234266.7;234266.7;NA;237301.85;NA;NA;NA;NA
"Esperanca do Sul";3268;843;2014;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3268;NA;309358.24;309358.24;NA;311337.56;NA;NA;NA;NA
"Esperanca do Sul";3245;837;2015;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3245;NA;347573.88;347573.88;NA;350107;NA;NA;NA;NA
"Esperanca do Sul";3224;832;2016;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3224;NA;366380.26;366380.26;NA;367780.08;NA;NA;NA;NA
"Esperanca do Sul";3204;826;2017;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";3204;NA;411634.11;411634.11;NA;412678.19;NA;NA;NA;NA
"Esperanca do Sul";2969;766;2018;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";2969;NA;446109.52;446109.52;NA;419548.45;NA;NA;NA;NA
"Esperanca do Sul";2926;755;2019;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";2926;NA;474193.64;474193.64;NA;444709.84;NA;NA;NA;NA
"Esperanca do Sul";2885;744;2020;"Prefeitura Municipal de Esperanca do Sul";"Agua";"Administracao publica direta";2885;NA;533558.22;533558.22;NA;501598.15;NA;NA;NA;NA
"Estrela Velha";3777;1036;2009;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3468;NA;56649;56649;NA;53417;NA;38500;NA;NA
"Estrela Velha";3628;1167;2010;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3599;NA;107848.06;107848.06;NA;95593.45;NA;1200;NA;NA
"Estrela Velha";3624;1166;2011;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3370;NA;152275.69;152275.69;NA;138540.25;NA;NA;NA;NA
"Estrela Velha";3619;1164;2012;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3420;NA;162000;162000;NA;154000;NA;NA;NA;NA
"Estrela Velha";3741;1203;2013;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3420;NA;172000;172000;NA;160500;NA;NA;NA;NA
"Estrela Velha";3743;1204;2014;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3420;NA;185000;185000;NA;170000;NA;NA;NA;NA
"Estrela Velha";3743;1204;2015;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3420;NA;282503.79;282503.79;NA;267745.72;NA;NA;NA;NA
"Estrela Velha";3744;1204;2016;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3432;NA;288835.45;288835.45;NA;284911.61;NA;NA;NA;NA
"Estrela Velha";3745;1205;2017;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3432;NA;292440.42;292440.42;NA;288569.52;NA;NA;NA;NA
"Estrela Velha";3660;1177;2018;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3432;NA;292100.26;292100.26;NA;280065.9;NA;NA;NA;NA
"Estrela Velha";3655;1176;2019;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3464;NA;367236.53;367236.53;NA;368884.03;NA;NA;NA;NA
"Estrela Velha";3650;1174;2020;"Prefeitura Municipal de Estrela Velha";"Agua";"Administracao publica direta";3464;NA;370800;370800;NA;372000;NA;NA;NA;NA
"Floriano Peixoto";1992;288;2011;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1972;NA;26871.3;26871.3;NA;26871.3;NA;NA;NA;NA
"Floriano Peixoto";1967;285;2012;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1706;NA;29344.75;29344.75;NA;29344.75;NA;NA;NA;NA
"Floriano Peixoto";2021;292;2013;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1982;NA;40728.79;40728.79;NA;40728.79;NA;NA;NA;NA
"Floriano Peixoto";2004;290;2014;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";2004;NA;49637.54;49637.54;NA;49637.54;NA;NA;NA;NA
"Floriano Peixoto";1988;288;2015;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1988;NA;45948.41;45948.41;NA;45948.41;NA;NA;NA;NA
"Floriano Peixoto";1972;285;2016;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1972;NA;55601.73;55601.73;NA;55601.73;NA;NA;NA;NA
"Floriano Peixoto";1958;283;2017;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1958;NA;67882.56;67882.56;NA;67882.56;NA;NA;NA;NA
"Floriano Peixoto";1796;260;2018;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1796;NA;82037;82037;NA;82037;NA;NA;NA;NA
"Floriano Peixoto";1766;256;2019;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1766;NA;75390.36;75390.36;NA;75390.36;NA;NA;NA;NA
"Floriano Peixoto";1737;251;2020;"Prefeitura Municipal de Floriano Peixoto";"Agua";"Administracao publica direta";1737;NA;83649.02;83649.02;NA;83649.02;NA;NA;NA;NA
"Forquetinha";2458;464;2012;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2458;NA;104017.7;104017.7;NA;104017.7;NA;NA;NA;NA
"Forquetinha";2537;479;2013;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2537;NA;159985.21;159985.21;NA;126524.19;NA;NA;NA;NA
"Forquetinha";2532;478;2014;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2532;NA;155509.63;155509.63;NA;155509.63;NA;NA;NA;NA
"Forquetinha";2523;476;2016;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2523;NA;194623.04;194623.04;NA;195140;NA;NA;NA;NA
"Forquetinha";2519;476;2017;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2519;NA;212239;212239;NA;213081.69;NA;NA;NA;NA
"Forquetinha";2424;458;2018;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2424;NA;217487.63;217487.63;NA;218184.14;NA;NA;NA;NA
"Forquetinha";2412;455;2019;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2412;NA;232602.73;232602.73;NA;251974.77;NA;NA;NA;NA
"Forquetinha";2400;453;2020;"Prefeitura Municipal de Forquetinha";"Agua";"Administracao publica direta";2400;NA;287919.84;287919.84;NA;262195.68;NA;NA;NA;NA
"Garruchos";3509;1126;2009;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";3509;NA;20730;20730;NA;NA;NA;48382;NA;NA
"Garruchos";3239;1059;2014;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";3238;NA;39537.22;39537.22;NA;39537.22;NA;NA;NA;NA
"Garruchos";3200;1046;2016;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";2880;NA;36739.87;36739.87;NA;36739.22;NA;NA;NA;NA
"Garruchos";3182;1040;2017;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";3182;NA;40041.4;40041.4;NA;40041.4;NA;NA;NA;NA
"Garruchos";2963;968;2018;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";2923;NA;44004.14;44004.14;NA;44004.14;NA;NA;NA;NA
"Garruchos";2924;956;2019;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";2923;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Garruchos";2886;943;2020;"Prefeitura Municipal de Garruchos";"Agua";"Administracao publica direta";2886;NA;54000;54000;NA;54000;NA;NA;NA;NA
"Gentil";1677;723;2010;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1574;NA;120000;120000;NA;120000;NA;15000;NA;NA
"Gentil";1670;720;2011;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1670;NA;125000;125000;NA;125000;NA;NA;NA;NA
"Gentil";1663;717;2012;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1650;NA;125000;125000;NA;125000;NA;NA;NA;NA
"Gentil";1717;740;2013;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1677;NA;130000;130000;NA;130000;NA;NA;NA;NA
"Gentil";1714;739;2014;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1677;NA;140000;140000;NA;140000;NA;NA;NA;NA
"Gentil";1711;738;2015;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1677;NA;150000;150000;NA;150000;NA;NA;NA;NA
"Gentil";1708;736;2016;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1677;NA;151000;151000;NA;152000;NA;NA;NA;NA
"Gentil";1642;708;2018;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1642;NA;288000;288000;NA;10;NA;NA;NA;NA
"Gentil";1634;704;2019;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1634;NA;275934.64;275934.64;NA;NA;NA;NA;NA;NA
"Gentil";1626;701;2020;"Prefeitura Municipal de Gentil";"Agua";"Administracao publica direta";1626;NA;288669.66;288669.66;NA;288669.66;NA;NA;NA;NA
"Gramado dos Loureiros";2248;521;2011;"Prefeitura Municipal de Gramado dos Loureiros";"Agua";"Administracao publica direta";1850;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gramado dos Loureiros";2258;523;2016;"Prefeitura Municipal de Gramado dos Loureiros";"Agua";"Administracao publica direta";2258;NA;82200;28100;NA;55080;54100;NA;NA;NA
"Gramado dos Loureiros";2247;521;2017;"Prefeitura Municipal de Gramado dos Loureiros";"Agua";"Administracao publica direta";2247;NA;92300;38300;NA;61200;54000;NA;NA;NA
"Gramado dos Loureiros";2106;488;2018;"Prefeitura Municipal de Gramado dos Loureiros";"Agua";"Administracao publica direta";2106;NA;92300;38300;NA;61200;54000;NA;NA;NA
"Gramado dos Loureiros";2058;477;2020;"Prefeitura Municipal de Gramado dos Loureiros";"Agua";"Administracao publica direta";800;NA;82364;NA;NA;82364;82364;NA;NA;NA
"Gramado Xavier";4124;441;2009;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";322;NA;53235;53235;NA;53235;NA;NA;NA;NA
"Gramado Xavier";3970;529;2010;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";790;NA;67601.59;67601.59;NA;67601.59;NA;37989;NA;NA
"Gramado Xavier";3994;532;2011;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";919;NA;78719.8;78719.8;NA;78719.8;NA;NA;NA;NA
"Gramado Xavier";4016;535;2012;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";969;NA;78864.07;78864.07;NA;78864.07;NA;NA;NA;NA
"Gramado Xavier";4190;558;2014;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";636;NA;145000;145000;NA;157151;NA;NA;NA;NA
"Gramado Xavier";4232;564;2016;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";1680;NA;199946.25;199946.25;NA;191511.44;NA;NA;NA;NA
"Gramado Xavier";4251;566;2017;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";1933;NA;193284.02;193284.02;NA;190187.42;NA;NA;NA;NA
"Gramado Xavier";4297;573;2018;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";1933;NA;202136.48;202136.48;NA;202136.48;NA;NA;NA;NA
"Gramado Xavier";4325;576;2019;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";1950;NA;217791.6;217791.6;NA;217791.6;NA;NA;NA;NA
"Gramado Xavier";4352;580;2020;"Prefeitura Municipal de Gramado Xavier";"Agua";"Administracao publica direta";1950;NA;219158.92;219158.92;NA;219158.92;NA;NA;NA;NA
"Guabiju";1702;716;2009;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";716;NA;55204;55204;NA;70294;NA;15248;NA;NA
"Guabiju";1598;738;2010;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";716;NA;58022.98;58022.98;NA;58022.98;NA;NA;NA;NA
"Guabiju";1587;733;2011;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";726;NA;65983.82;65983.82;NA;65983.82;NA;NA;NA;NA
"Guabiju";1576;728;2012;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";726;NA;68449.81;68449.81;NA;68449.81;NA;NA;NA;NA
"Guabiju";1625;750;2013;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";750;NA;75191.58;75191.58;NA;75191.58;NA;NA;NA;NA
"Guabiju";1618;747;2014;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";747;NA;85614.22;85614.22;NA;85614.22;NA;NA;NA;NA
"Guabiju";1612;744;2015;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";740;NA;90377.82;90377.82;NA;90377.82;NA;NA;NA;NA
"Guabiju";1606;742;2016;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";780;NA;105124.48;105124.48;NA;105124.48;NA;NA;NA;NA
"Guabiju";1600;739;2017;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";780;NA;127127.88;127127.88;NA;127127.88;NA;NA;NA;NA
"Guabiju";1516;700;2018;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";780;NA;146023.06;146023.06;NA;146023.06;NA;NA;NA;NA
"Guabiju";1503;694;2019;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";780;NA;154749.41;154749.41;NA;154749.41;NA;NA;NA;NA
"Guabiju";1490;688;2020;"Prefeitura Municipal de Guabiju";"Agua";"Administracao publica direta";1000;NA;190960.25;190960.25;NA;190960.25;NA;NA;NA;NA
"Harmonia";3777;2154;2008;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4050;NA;384000;384000;NA;384000;NA;60000;NA;NA
"Harmonia";4254;2456;2010;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4254;NA;353454.74;353454.74;NA;403454.74;NA;3000;NA;NA
"Harmonia";4300;2483;2011;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4254;NA;403376.42;403376.42;NA;453376.42;NA;NA;NA;NA
"Harmonia";4344;2508;2012;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4344;NA;412319.73;412319.73;NA;432319.73;NA;NA;NA;NA
"Harmonia";4517;2608;2013;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4517;NA;435121.01;435121.01;NA;456227.01;NA;NA;NA;NA
"Harmonia";4557;2631;2014;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4557;NA;465550;465550;NA;485550;NA;NA;NA;NA
"Harmonia";4595;2653;2015;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4570;NA;502700;502700;NA;522700;NA;NA;NA;NA
"Harmonia";4630;2673;2016;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4570;NA;527835;527835;NA;547835;NA;NA;NA;NA
"Harmonia";4664;2693;2017;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4570;NA;527835;527835;NA;547835;NA;NA;NA;NA
"Harmonia";4812;2778;2018;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4812;NA;530212;530212;NA;550212;NA;NA;NA;NA
"Harmonia";4866;2809;2019;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4850;NA;556500;556500;NA;580500;NA;NA;NA;NA
"Harmonia";4917;2839;2020;"Prefeitura Municipal de Harmonia";"Agua";"Administracao publica direta";4850;NA;600000;600000;NA;624000;NA;NA;NA;NA
"Herveiras";2954;384;2010;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";2384;NA;118629.65;118629.65;NA;118629.65;NA;NA;NA;NA
"Herveiras";2954;384;2012;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";1956;NA;154444.98;154444.98;NA;151299.37;NA;NA;NA;NA
"Herveiras";3056;397;2013;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";1956;NA;161329.21;161329.21;NA;157909.18;NA;NA;NA;NA
"Herveiras";3060;398;2014;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";2000;NA;174177.82;174177.82;NA;174177.82;NA;NA;NA;NA
"Herveiras";3067;399;2016;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";2899;NA;186182.98;186182.98;NA;188045.13;NA;NA;NA;NA
"Herveiras";3018;392;2018;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";1968;NA;223246.77;223246.77;NA;224386.73;NA;NA;NA;NA
"Herveiras";3018;392;2019;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";2000;NA;234409.1;234409.1;NA;235606.06;NA;NA;NA;NA
"Herveiras";3019;392;2020;"Prefeitura Municipal de Herveiras";"Agua";"Administracao publica direta";2000;NA;245942.95;245942.95;NA;269012.45;NA;NA;NA;NA
"Ibarama";4368;1052;2012;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";3640;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4516;1088;2013;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";3640;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4517;1088;2014;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4371;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4518;1088;2015;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4371;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4518;1088;2016;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4518;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4519;1089;2017;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4518;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4412;1063;2018;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4412;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4406;1061;2019;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4406;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibarama";4399;1060;2020;"Prefeitura Municipal de Ibarama";"Agua";"Administracao publica direta";4398;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ibirapuita";4162;2450;2015;"Prefeitura Municipal de Ibirapuita";"Agua";"Administracao publica direta";4162;NA;276439.05;276439.05;NA;276439.05;NA;NA;NA;NA
"Ibirapuita";4159;2449;2016;"Prefeitura Municipal de Ibirapuita";"Agua";"Administracao publica direta";4159;NA;309735.14;309735.14;NA;309735.14;NA;NA;NA;NA
"Ibirapuita";4155;2446;2017;"Prefeitura Municipal de Ibirapuita";"Agua";"Administracao publica direta";4155;NA;357598.62;357598.62;NA;357598.62;NA;NA;NA;NA
"Ibirapuita";4027;2371;2018;"Prefeitura Municipal de Ibirapuita";"Agua";"Administracao publica direta";4027;NA;407598.62;407598.62;NA;407598.62;NA;NA;NA;NA
"Imigrante";3115;1470;2008;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";3115;NA;174427.31;174427.31;NA;174427.31;NA;22433.6;NA;NA
"Imigrante";3125;1475;2009;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";3125;NA;197105;197105;NA;197105;NA;97124;NA;NA
"Imigrante";3023;1499;2010;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";3023;NA;231203.58;231203.58;NA;231203.58;NA;30251.58;NA;NA
"Imigrante";3026;1500;2011;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";3023;NA;255382.92;255367.92;NA;265884.11;15;NA;NA;NA
"Imigrante";3029;1502;2012;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";3029;NA;276364.55;276348.55;NA;265367.92;16;NA;NA;NA
"Imigrante";3141;1558;2014;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2490;NA;317347.47;317347.47;NA;481919.53;NA;NA;NA;NA
"Imigrante";3146;1560;2015;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2829;NA;333793.32;333793.32;NA;498324.48;NA;NA;NA;NA
"Imigrante";3152;1563;2016;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2835;NA;370575.51;370575.51;NA;455585.32;NA;NA;NA;NA
"Imigrante";3157;1565;2017;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2841;NA;401831.17;401831.17;NA;517497;NA;NA;NA;NA
"Imigrante";3116;1545;2018;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2841;NA;431573.78;431573.78;NA;576548.37;NA;NA;NA;NA
"Imigrante";3120;1547;2019;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";2843;NA;457430.43;457430.43;NA;556088.9;NA;NA;NA;NA
"Imigrante";3100;1537;2020;"Prefeitura Municipal de Imigrante";"Agua";"Administracao publica direta";1537;NA;496301.65;496301.65;NA;652920.7;NA;NA;NA;NA
"Inhacora";2251;1337;2012;"Prefeitura Municipal de Inhacora";"Agua";"Administracao publica direta";2251;NA;72455.07;72455.07;NA;72455.07;NA;NA;NA;NA
"Inhacora";2324;1380;2013;"Prefeitura Municipal de Inhacora";"Agua";"Administracao publica direta";2251;NA;79036.92;79036.92;NA;79036.92;NA;NA;NA;NA
"Inhacora";2321;1378;2014;"Prefeitura Municipal de Inhacora";"Agua";"Administracao publica direta";2321;NA;80806.52;80806.52;NA;80806.52;NA;NA;NA;NA
"Inhacora";2318;1376;2015;"Prefeitura Municipal de Inhacora";"Agua";"Administracao publica direta";2318;NA;97848.58;97848.58;NA;97848.58;NA;NA;NA;NA
"Ipiranga do Sul";2029;660;2009;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";660;NA;64831;64831;NA;64831;NA;NA;NA;NA
"Ipiranga do Sul";1944;679;2010;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";679;NA;76234;76234;NA;76234;NA;NA;NA;NA
"Ipiranga do Sul";1936;676;2011;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";550;NA;82300;82300;NA;82300;NA;NA;NA;NA
"Ipiranga do Sul";1927;673;2012;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";555;NA;86200;86200;NA;86200;NA;NA;NA;NA
"Ipiranga do Sul";1990;695;2013;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";750;NA;109244.33;109244.33;NA;109244.33;NA;NA;NA;NA
"Ipiranga do Sul";1985;693;2014;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";750;NA;100428.82;100428.82;NA;100428.82;NA;NA;NA;NA
"Ipiranga do Sul";1899;663;2018;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";1899;NA;180423.9;180423.9;NA;NA;NA;NA;NA;NA
"Ipiranga do Sul";1880;657;2020;"Prefeitura Municipal de Ipiranga do Sul";"Agua";"Administracao publica direta";657;NA;187486.68;187486.68;NA;187486.68;NA;NA;NA;NA
"Itacurubi";3571;1194;2004;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3200;NA;121400;121400;NA;54630;NA;67427.51;NA;NA
"Itacurubi";3696;1210;2008;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3205;NA;121411.03;121411.03;NA;121411.03;NA;103000;NA;NA
"Itacurubi";3712;1215;2009;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3300;NA;98257;98257;NA;98257;NA;13110;NA;NA
"Itacurubi";3441;1184;2010;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3269;NA;108082.7;108082.7;NA;108082.7;NA;15732;NA;NA
"Itacurubi";3437;1183;2011;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3290;NA;112427.7;112427.7;NA;112427.7;NA;NA;NA;NA
"Itacurubi";3465;1192;2019;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3465;NA;408593.11;408593.11;NA;186503.65;NA;NA;NA;NA
"Itacurubi";3460;1191;2020;"Prefeitura Municipal de Itacurubi";"Agua";"Administracao publica direta";3400;NA;274696.2;274696.2;NA;274696.21;NA;NA;NA;NA
"Itati";2592;213;2016;"Prefeitura Municipal de Itati";"Agua";"Administracao publica direta";2592;NA;90024.65;90024.65;NA;90027.65;NA;NA;NA;NA
"Itati";2397;197;2020;"Prefeitura Municipal de Itati";"Agua";"Administracao publica direta";1150;NA;100308.09;100308.09;NA;100308.09;NA;NA;NA;NA
"Jacuizinho";2765;621;2009;"Prefeitura Municipal de Jacuizinho";"Agua";"Administracao publica direta";621;NA;33116;33116;NA;NA;NA;NA;NA;NA
"Jacuizinho";2507;562;2010;"Prefeitura Municipal de Jacuizinho";"Agua";"Administracao publica direta";2262;NA;30304.92;30304.92;NA;8214.99;NA;NA;NA;NA
"Jacuizinho";2519;565;2011;"Prefeitura Municipal de Jacuizinho";"Agua";"Administracao publica direta";2507;NA;39680.37;39680.37;NA;50995.05;NA;NA;NA;NA
"Jacuizinho";2530;567;2012;"Prefeitura Municipal de Jacuizinho";"Agua";"Administracao publica direta";2507;NA;29572.08;29572.08;NA;35276.37;NA;NA;NA;NA
